DWR_ORGANIZATION_ID,WATER_SUPPLIER_NAME,SUBMITTED_DATE,WUEDATA_PLAN_REPORT_YEAR,CONTACT_NAME,CONTACT_EMAIL_ADDRESS,CONTACT_PHONE,CONTACT_PHONE_EXT,SUPPLIER_NAME,CITY_TOWN_MUNICIPALITY,STATE_PROVINCE,COUNTRY,REPORTING_YEAR,REPORTING_YEAR_TYPE,REPORTING_START_DATE,REPORTING_END_DATE,AUDIT_PREPARATION_DATE,VOLUME_REPORTING_UNITS,PWS_ID_OR_OTHER_ID,WS_OWN_SOURCES_VOL_COMMENT,WS_OWN_SOURCES_VOL,WS_OWN_SOURCES_ERR_COMMENT,WS_OWN_SOURCES_ERR_ADJ_TYPE,WS_OWN_SOURCES_ERR_PERCENT,WS_OWN_SOURCES_ERR_VOL,WS_IMPORTED_VOL_COMMENT,WS_IMPORTED_VOL,WS_IMPORTED_ERR_COMMENT,WS_IMPORTED_ERR_ADJ_TYPE,WS_IMPORTED_ERR_PERCENT,WS_IMPORTED_ERR_VOL,WS_EXPORTED_VOL_COMMENT,WS_EXPORTED_VOL,WS_EXPORTED_ERR_COMMENT,WS_EXPORTED_ERR_ADJ_TYPE,WS_EXPORTED_ERR_PERCENT,WS_EXPORTED_ERR_VOL,WS_WATER_SUPPLIED_VOL,AC_BILL_METER_VOL_COMMENT,AC_BILL_METER_VOL,AC_BILL_UNMETER_VOL_COMMENT,AC_BILL_UNMETER_VOL,AC_UNBILL_METER_VOL_COMMENT,AC_UNBILL_METER_VOL,AC_UNBILL_UNMETER_VOL_COMMENT,AC_UNBILL_UNMETER_VOL,AC_UNBILL_UNMETER_ERR_ADJ_TYPE,AC_UNBILL_UNMETER_ERR_PERCENT,AC_UNBILL_UNMETER_ERR_VOL,AC_AUTH_CONSUMPTION_VOL,WL_UNAUTH_CONS_VOL_COMMENT,WL_UNAUTH_CONS_VOL,WL_UNAUTH_CONS_ERR_ADJ_TYPE,WL_UNAUTH_CONS_ERR_PERCENT,WL_UNAUTH_CONS_ERR_VOL,WL_CUST_MTR_INACC_VOL_COMMENT,WL_CUST_MTR_INACC_VOL,WL_CUST_MTR_INACC_ERR_ADJ_TYPE,WL_CUST_MTR_INACC_ERR_PERCENT,WL_CUST_MTR_INACC_ERR_VOL,WL_SYS_DATA_ERR_VOL_COMMENT,WL_SYS_DATA_ERR_VOL,WL_SYS_DATA_ERR_ERR_ADJ_TYPE,WL_SYS_DATA_ERR_ERR_PERCENT,WL_SYS_DATA_ERR_ERR_VOL,WL_APPARENT_LOSSES_VOL,WL_REAL_LOSSES_VOL,WL_WATER_LOSSES_VOL,NRW_NON_REVENUE_WATER_VOL,SD_LENGTH_MAINS_COMMENT,SD_LENGTH_MAINS_MILES,SD_NUM_SERVICE_CONN_COMMENT,SD_NUM_SERVICE_CONN,SD_SERVICE_CON_DENSITY,SD_CUST_MTR_CURB_PROP_COMMENT,SD_CUST_MTR_CURB_PROP_YES_NO,SD_AVG_OPER_PRESSURE_COMMENT,SD_AVG_OPER_PRESSURE_PSI,CD_TOTAL_ANNUAL_COST_COMMENT,CD_TOTAL_ANNUAL_COST,CD_CUST_RET_UNIT_COST_COMMENT,CD_CUST_RET_UNIT_COST,CD_CUST_RET_UNIT_COST_UNITS,CD_VARIABLE_PROD_COST_COMMENT,CD_VARIABLE_PROD_COST,WATER_AUDIT_VALIDITY_SCORE,PRIORITY_AREA_1,PRIORITY_AREA_2,PRIORITY_AREA_3,SA_APPARENT_LOSSES_VOL,SA_REAL_LOSSES_VOL,SA_WATER_LOSSES_VOL,SA_UNAVOID_ANN_REAL_LOSSES_VOL,SA_APPARENT_LOSSES_ANN_COST,SA_REAL_LOSSES_ANN_COST,SA_ANNUAL_COST_VALUED_AT,PI_FI_NON_REV_PERCENT_BY_VOL,PI_FI_NON_REV_PERCENT_BY_COST,PI_OE_APPARENT_LOSSES_GCD,PI_OE_REAL_LOSSES_GCD,PI_OE_REAL_LOSSES_GMD,PI_OE_REAL_LOSSES_GCD_PSI,PI_CURRENT_ANN_REAL_LOSSES_VOL,PI_INFRASTRUCT_LEAKAGE_INDEX,WS_UNITS_SHORT
262,Brawley  City Of,9/22/17 13:29,2016,Rodolfo Nunez,Rununez2@brawley-ca.gov,7.61E+09,,City of Brawley,City of Brawley,California (CA),usa,2016,Calendar Year,1/1/16,12/31/16,8/24/17,Acre-feet,1310001,7,5047.09,3,1,0.004,,n/a,0,,1,0.004,,n/a,0,,1,,,5026.982072,3,4307.03,6,223.26,n/a,0,5,12.56745518,2,0.0125,12.56745518,4542.857455,,12.56745518,1,0.0025,,1,43.50535354,1,0.01,,,10.767575,1,0.0025,,66.84038371,417.2842328,484.1246165,496.6920717,5,100,9,7139,71.39,,Yes,5,55,10,3732660,9,2.7,$/100 cubic feet (ccf),5,50.57,61,1: Volume from own sources,,,66.84038371,417.2842328,484.1246165,99.30258408,78612.31209,21102.06365,Variable Production Cost,9.88E-02,2.69E-02,8.358488439,52.18200797,N/A,0.948763781,417.2842328,4.202148783,acre-ft/yr
1701,Napa  City Of,9/22/17 17:17,2016,Patrick Costello,pcostello@cityofnapa.org,707-257-9309,,City of Napa,Napa,California (CA),USA,2016,Calendar Year,1/1/16,12/31/16,8/31/17,Million gallons (US),CA2810003,3,4209.342,8,2,,-0.993,n/a,0,,1,,,5,430.783,3,1,,,3779.552,7,3484.029,n/a,,n/a,,5,9.44888,2,0.0125,9.44888,3493.47788,,9.44888,1,0.0025,,3,35.19221212,1,0.01,,,8.7100725,1,0.0025,,53.35116462,232.7229554,286.07412,295.523,9,361,9,25734,71.28531856,,Yes,4,62,10,23175107,5,6,$/1000 gallons (US),3,1500,49,1: Volume from own sources,,,53.35116462,232.7229554,286.07412,131.5506793,320106.9877,349084.4331,Variable Production Cost,7.82E-02,2.95E-02,5.679939936,24.77644898,N/A,0.399620145,232.7229554,1.769074524,MG/Yr
1370,Lakewood  City Of,9/25/17 10:41,2016,Toyasha Sebbag,tsebbag@lakewoodcity.org,5.63E+09,2700,City of Lakewood,Lakewood,California (CA),USA,2016,Calendar Year,1/1/16,12/31/16,4/1/17,Acre-feet,1910239,8,6822.24,3,1,,,n/a,0,,1,,,2,42.12,1,1,,,6780.12,4,6430.74,n/a,0,n/a,0,4,0.76,2,0.0125,0.76,6431.5,10,16.9503,1,0.0025,0.01,3,16.11714286,1,0.0025,,5,16.07685,5,0.0025,16.07685,49.14429286,299.4757071,348.62,349.38,8,180,10,20139,111.8833333,10,Yes,4,57,10,9547905,9,3.5,$/100 cubic feet (ccf),5,253.4797172,67,1: Volume from own sources,,,49.14429286,299.4757071,348.62,255.0508799,74925.38889,75911.01755,Variable Production Cost,5.15E-02,1.58E-02,2.178519151,13.27546955,N/A,0.232902975,299.4757071,1.174180255,acre-ft/yr
1875,Paso Robles  City Of,9/25/17 12:04,2016,Kirk Gonzalez,kgonzalez@prcity.com,805-227-7200 x7238,,City of Paso Robles,City of Paso Robles,California (CA),United States,2016,Calendar Year,1/1/16,12/31/16,5/16/17,Million gallons (US),4010007,6,1681.912,5,2,,19.524,n/a,,,1,,,n/a,,,1,,,1662.388,7,1587.864,n/a,,n/a,,5,4.205,2,0.0125,4.205,1592.069,,4.15597,1,0.0025,,3,16.0390303,1,0.01,,,3.96966,1,0.0025,,24.1646603,46.1543397,70.319,74.524,8,174,8,10648,61.1954023,,Yes,6,74.3,10,14080690,9,8.3,$/100 cubic feet (ccf),7,1449.75,65,1: Volume from own sources,,,24.1646603,46.1543397,70.319,68.84393553,268118.6539,66912.25398,Variable Production Cost,4.48E-02,2.42E-02,6.217557173,11.87549265,N/A,0.159831664,46.1543397,0.670419832,MG/Yr
353,Calexico  City Of,9/25/17 12:06,2016,"David Dale, PE",ddale@calexico.ca.gov,7.61E+09,,City of Calexico,Calexico,California (CA),USA,2016,Calendar Year,1/1/16,12/31/16,7/24/17,Million gallons (US),1310002,3,1879.28,3,1,,152.4,,0,,1,,,,0,,1,,,1879.28,5,1696.4,n/a,0,n/a,0,1,152.4,2,0.0125,152.4,1848.8,,4.6982,1,0.0025,,4,8.524623116,1,0.005,,,4.241,1,0.0025,,17.46382312,13.01617688,30.48,182.88,5,55.21,5,8550,154.8632494,,Yes,4,50,10,4859167,4,2.22,$/100 cubic feet (ccf),1,750,42,1: Volume from own sources,,,17.46382312,13.01617688,30.48,28.85664633,51827.5336,9762.132663,Variable Production Cost,9.73E-02,0.036197494,5.596034003,4.170848958,N/A,0.083416979,13.01617688,0.451063396,MG/Yr
1866,Paramount  City Of,9/25/17 12:11,2017,George Long,George.Long@RMPCorp.com,9.49E+09,,City of Paramount - Public Works,Paramount,California (CA),USA,2017,Financial Year,7/1/16,6/30/17,2/29/16,Acre-feet,1910105,8,6312.97,3,1,,,7,75.45,7,1,,,n/a,0,,1,,,6388.42,4,5481.038951,n/a,0,n/a,0,5,15.97105,0,0.0125,15.97105,5497.010001,,15.97105,1,0.0025,,3,111.8579378,1,0.02,,5,0,3,0.0025,,127.8289878,763.5810112,891.409999,907.381049,7,130,7,7378,56.75384615,,Yes,4,65,10,2838200,5,3.75,$/100 cubic feet (ccf),4,400,60,1: Volume from own sources,,,127.8289878,763.5810112,891.409999,131.7847534,208808.6515,305432.4045,Variable Production Cost,0.142035284,0.183436501,15.46738489,92.39376454,N/A,1.421442531,763.5810112,5.794152899,acre-ft/yr
1731,Nipomo Community Service District,9/25/17 12:19,2016,Mario Iglesias,miglesias@ncsd.ca.gov,805.929-1133,,Nipomo Community Services District,Nipomo,California (CA),US,2016,Calendar Year,1/1/16,12/31/16,7/21/17,Acre-feet,40610003,3,1077.8,3,1,,,3,758.6,1,1,,,,,,1,,,1836.4,6,1681.73,,,,,4,14,2,0.0125,14,1695.73,,4.591,1,0.0025,,2,16.98717172,1,0.01,,,4.204325,1,0.0025,,25.78249672,114.8875033,140.67,154.67,8,185,6,4675,25.27027027,,Yes,5,68,10,3450000,8,6.98,$/100 cubic feet (ccf),4,156,49,1: Volume from own sources,,,25.78249672,114.8875033,140.67,129.6484179,78391.37188,17922.45051,Variable Production Cost,8.42E-02,2.86E-02,4.923450202,N/A,554.4051512,N/A,114.8875033,0.886146589,acre-ft/yr
2049,Rialto  City Of,9/25/17 12:32,2016,Stephanee Stafford,stephanee.stafford@veolia.com,909-820-0400,53301,Rialto / Rialto Water Services,Rialto,California (CA),USA,2016,Calendar Year,1/1/16,12/31/16,7/6/17,Acre-feet,3610038,8,5796.78,3,2,,-44.036,4,2473.67,3,1,,,1,69.76,1,1,,,8244.726,7,7629.824,n/a,0,10,3.464,5,20.611815,2,0.0125,20.611815,7653.899815,,20.611815,1,0.0025,,3,155.7813878,1,0.02,,,19.07456,1,0.0025,,195.4677628,395.3584222,590.826185,614.902,9,186.5,8,11740,62.94906166,,Yes,4,75,10,9875543,8,1.917277764,$/100 cubic feet (ccf),5,124.07,68,1: Volume from own sources,,,195.4677628,395.3584222,590.826185,232.7066434,163248.0675,49052.11945,Variable Production Cost,7.46E-02,2.18E-02,14.86391589,30.06416122,N/A,0.400855483,395.3584222,1.698956319,acre-ft/yr
1752,North Tahoe Public Utilities District,9/25/17 13:00,2016,Willaim Stelter,wstelter@ntpud.org,530-546-4212,5430,North Tahoe Public Utility District,North Lake Tahoe,California (CA),,2016,Calendar Year,1/1/16,12/31/16,7/19/17,Million gallons (US),,5,325.78,3,1,,,n/a,0,10,2,,,n/a,0,6,2,,,325.78,5,236.005,n/a,0,2,0.41,5,0.81445,2,0.0125,0.81445,237.22945,,0.81445,1,0.0025,,3,7.311804124,1,0.03,,4,0.5900125,1,0.0025,,8.716266624,79.83428338,88.55055,89.775,8,46,9,3247,70.58695652,4,Yes,3,100,10,3490191,5,3.06,$/1000 gallons (US),5,557.4313954,51,1: Volume from own sources,,,8.716266624,79.83428338,88.55055,26.860715,26671.77587,44502.13598,Variable Production Cost,0.275569403,2.06E-02,7.354537275,67.36189222,N/A,0.673618922,79.83428338,2.972157792,MG/Yr
673,Daly City,9/25/17 13:39,2016,Patrick Sweetland,psweetland@dalycity.org,650,991-8200,City of Daly City,Daly City,California (CA),USA,2016,Calendar Year,1/1/16,12/31/16,5/25/17,Million gallons (US),4110013,3,268.846,3,1,,,3,1938.538472,3,1,,,n/a,,,1,,,2207.384472,4,1976.20104,n/a,,9,15.8,5,5.51846118,2,0.0125,5.51846118,1997.519501,5,5.51846118,1,0.0025,,3,15.05290458,1,0.0075,,5,4.9405026,1,0.0025,,25.51186836,184.3531025,209.8649708,231.183432,8,196,9,23094,117.8265306,10,Yes,3,70,10,33139056.35,9,6.23,$/100 cubic feet (ccf),5,5481.283422,52,1: Volume from own sources,,,25.51186836,184.3531025,209.8649708,115.599953,212470.4587,1010491.604,Variable Production Cost,0.104731838,4.04E-02,3.026566631,21.87048554,N/A,0.312435508,184.3531025,1.59475067,MG/Yr
1327,La Palma  City Of,9/25/17 13:41,2016,Carlo Nafarrete,carlon@cityoflapalma.org,714-690-3312,,City of La Palma,La Palma,California (CA),USA,2016,Calendar Year,1/1/16,12/31/16,8/1/17,Acre-feet,,5,1354.477967,3,2,,-5.260430359,7,743.9889889,7,1,,,n/a,,,1,,,2103.727386,7,1658.742239,n/a,,5,52.14424117,5,5.259318465,2,0.0125,5.259318465,1716.145798,,5.259318465,1,0.0025,,7,14.2,2,,14.2,,4.146855597,1,0.0025,,23.60617406,363.9754136,387.5815877,444.9851473,6,39.43257576,7,4408,111.7857486,,Yes,5,68.70376208,10,3657047.93,10,1.95,$/100 cubic feet (ccf),5,616.5025348,65,1: Volume from own sources,,,23.60617406,363.9754136,387.5815877,67.30209519,20051.55637,224391.7651,Variable Production Cost,0.211522249,7.65E-02,4.780906089,73.71513345,N/A,1.072941731,363.9754136,5.408084437,acre-ft/yr
995,Gilroy  City Of,9/25/17 13:43,2016,Dan Aldridge,daldridge@ci.gilroy.ca.us,408-846-0271,,City of Gilroy,Gilroy,California (CA),USA,2016,Calendar Year,1/1/16,12/31/16,8/25/17,Million gallons (US),4310004,5,2273.335,3,1,,,n/a,0,,1,,,n/a,0,,1,,,2273.335,5,2030.424,n/a,0,10,16.8,5,5.6833375,2,0.0125,5.6833375,2052.907338,,5.6833375,1,0.0025,,3,20.6790303,1,0.01,0.25,,5.07606,1,0.0025,,31.4384278,188.9892347,220.4276625,242.911,9,210.5757576,9,14535,69.02503957,,Yes,3,70,10,9726426.8,5,3.24,$/1000 gallons (US),5,2032.45,58,1: Volume from own sources,,,31.4384278,188.9892347,220.4276625,84.81232688,101860.5061,384111.1701,Variable Production Cost,0.106852268,5.47E-02,5.925880902,35.62289131,N/A,0.508898447,188.9892347,2.228322717,MG/Yr
